,,Estimate,Estimate,Estimate,Estimate,Estimate,Estimate,Estimate,Estimate,Number of agricultural businesses,Number of agricultural businesses,Number of agricultural businesses,Number of agricultural businesses,Number of agricultural businesses,Number of agricultural businesses,Number of agricultural businesses,Number of agricultural businesses
Commodity description,,Area of holding - Total area (ha) (a),"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",Water source - Total volume of water from all sources (ML) (b),Water source - Water taken from on-farm dams or tanks - Total volume used (ML),"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",Water use - Total application rate (ML/ha),Water use - Total area watered (ha),Water use - Total volume applied (ML),Area of holding - Total area (ha) (a),"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",Water source - Total volume of water from all sources (ML) (b),Water source - Water taken from on-farm dams or tanks - Total volume used (ML),"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",Water use - Total application rate (ML/ha),Water use - Total area watered (ha),Water use - Total volume applied (ML)
Region label,Year,,,,,,,,,,,,,,,,
Sydney - Outer West and Blue Mountains,2013,5123.51,52.77,2462.61,706.53,1258.59,3.19,709.86,2266.22,315.0,21.0,241.0,130.0,53.0,0.0,167.0,167.0
Sydney - Outer West and Blue Mountains,2014,148500.08,83.34,4207.2,855.8,2369.81,3.78,937.03,3541.98,272.0,7.0,223.0,97.0,61.0,0.0,180.0,180.0
Sydney - Outer West and Blue Mountains,2015,7321.61,138.66,6906.2,641.57,5595.24,4.37,1493.48,6532.13,182.0,13.0,161.0,61.0,62.0,0.0,106.0,106.0
Sydney - Outer West and Blue Mountains,2016,6058.28,1083.16,7848.16,513.58,4673.77,6.54,1148.17,7506.37,168.0,7.0,164.0,42.0,63.0,0.0,112.0,112.0
Sydney - Outer West and Blue Mountains,2017,3146.91,78.13,7124.2,171.96,6228.54,5.04,1323.29,6675.1,133.0,18.0,115.0,27.0,67.0,0.0,86.0,86.0
Sydney - Outer West and Blue Mountains,2018,7130.34,74.02,7198.35,277.97,6343.13,3.66,1875.5,6858.09,179.0,6.0,165.0,70.0,69.0,0.0,106.0,106.0
Sydney - Outer West and Blue Mountains,2019,12842.85,8.62,6832.59,713.03,5940.32,4.07,1585.92,6446.81,154.0,6.0,117.0,54.0,43.0,0.0,79.0,79.0
Sydney - Outer West and Blue Mountains,2020,9093.59,33.52,5913.54,356.74,4880.06,4.86,1100.1,5351.84,181.0,4.0,92.0,42.0,44.0,0.0,91.0,91.0
Sydney - Parramatta,2012,9.4,,2.8,2.8,,,,2.8,2.0,,1.0,1.0,,,,1.0
Sydney - Parramatta,2013,72428.57,1715.05,3432.89,1717.83,,2.92,1156.7,3376.24,4.0,3.0,4.0,4.0,,0.0,3.0,3.0
Sydney - Parramatta,2014,10680.0,,830.66,,,2.0,400.0,800.0,2.0,,2.0,,,0.0,2.0,2.0
Sydney - Parramatta,2015,37.6,,3.06,3.06,,0.13,23.8,2.97,1.0,,1.0,1.0,,0.0,1.0,1.0
Sydney - Parramatta,2017,85.15,15.52,39.52,,,,,,5.0,2.0,5.0,,,,,
Sydney - Parramatta,2018,39.6,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,
Sydney - Parramatta,2019,7.26,,5.0,5.0,,,,,2.0,,1.0,1.0,,,,
Sydney - Parramatta,2020,9.06,,,,,,,,2.0,,,,,,,
Sydney - South West,2012,8711.6,284.8,7172.2,2501.0,1938.9,2.9,1404.6,7172.2,495.0,28.0,469.0,308.0,30.0,0.0,313.0,469.0
Sydney - South West,2013,23993.98,38.41,5391.11,1115.06,3468.98,3.42,1412.22,4825.94,418.0,17.0,359.0,255.0,77.0,0.0,238.0,238.0
Sydney - South West,2014,33675.94,238.3,5069.84,2055.48,1522.22,4.85,884.97,4293.26,368.0,57.0,298.0,100.0,25.0,0.0,200.0,200.0
Sydney - South West,2015,7994.22,91.36,4157.29,1243.95,1489.65,2.37,1469.34,3475.65,258.0,18.0,233.0,123.0,23.0,0.0,171.0,171.0
Sydney - South West,2016,10484.1,43.44,10175.38,2491.96,4673.97,3.71,2555.74,9474.3,279.0,4.0,250.0,107.0,36.0,0.0,203.0,203.0
Sydney - South West,2017,7126.28,102.01,5608.41,2992.63,1217.18,2.44,1881.32,4591.77,277.0,8.0,242.0,113.0,16.0,0.0,175.0,175.0
Sydney - South West,2018,7942.17,2.77,2276.28,1062.76,594.8,2.25,784.77,1767.86,351.0,1.0,289.0,157.0,13.0,0.0,193.0,193.0
Sydney - South West,2019,9294.91,57.22,2602.73,1581.39,20.66,3.71,652.93,2424.06,355.0,17.0,262.0,149.0,2.0,0.0,235.0,235.0
Sydney - South West,2020,7884.22,24.65,6970.98,4217.34,541.44,4.55,1526.57,6950.63,296.0,1.0,183.0,105.0,15.0,0.0,180.0,180.0
Sydney - Sutherland,2012,8.3,,,,,,,,3.0,,,,,,,
Sydney - Sutherland,2013,12.21,,62.94,6.36,,7.18,8.77,62.94,5.0,,5.0,1.0,,0.0,5.0,5.0
Sydney - Sutherland,2014,2.92,,7.02,,,10.08,0.7,7.02,1.0,,1.0,,,0.0,1.0,1.0
Sydney - Sutherland,2015,7240.0,,3.52,1.36,,,,,1.0,,1.0,1.0,,,,
Sydney - Sutherland,2020,24.78,14.87,18.58,3.72,,1.67,11.15,18.58,1.0,1.0,1.0,1.0,,0.0,1.0,1.0
Sydney-Baulkham Hills and Hawkesbury,2011,19781.3,87.1,6994.9,1839.2,3742.2,2.7,2272.8,6994.9,652.0,33.0,608.0,366.0,104.0,0.0,415.0,608.0
Sydney-Blacktown,2011,2289.2,0.4,336.9,265.8,12.9,2.2,91.0,336.9,57.0,1.0,54.0,46.0,2.0,0.0,44.0,54.0
Sydney-City and Inner South,2011,17808.1,77.8,502.6,77.8,346.9,4.7,83.1,502.6,5.0,3.0,5.0,3.0,1.0,0.0,5.0,5.0
Sydney-Inner South West,2011,2999.3,,373.1,,355.7,2.6,141.0,373.1,7.0,,7.0,,1.0,0.0,7.0,7.0
Sydney-Inner West,2011,101.0,,39.3,39.3,,0.8,42.1,39.3,7.0,,7.0,7.0,,0.0,7.0,7.0
Sydney-North Sydney and Hornsby,2011,6616.8,69.1,72.3,2.6,,0.4,94.9,72.3,25.0,24.0,25.0,1.0,,0.0,2.0,25.0
Sydney-Northern Beaches,2011,43.6,1.2,58.8,6.3,10.5,2.5,11.0,58.8,8.0,1.0,8.0,5.0,1.0,0.0,5.0,8.0
Sydney-Outer South West,2011,28123.3,523.5,4484.7,1943.1,1483.6,1.9,1849.8,4484.7,311.0,54.0,295.0,186.0,60.0,0.0,99.0,295.0
Sydney-Outer West and Blue Mountains,2011,25559.9,40.0,6307.6,2124.9,2616.2,3.2,1115.5,6307.6,352.0,29.0,321.0,182.0,91.0,0.0,142.0,321.0
Sydney-Parramatta,2011,3381.6,,46.9,37.7,,2.8,13.4,46.9,10.0,,10.0,6.0,,0.0,6.0,10.0
Sydney-Ryde,2011,0.0,,1.7,1.7,,5.0,0.3,1.7,3.0,,3.0,3.0,,0.0,3.0,3.0
Sydney-South West,2011,18490.3,2.2,5722.1,3462.2,287.4,4.9,1020.3,5722.1,453.0,14.0,390.0,225.0,34.0,0.0,285.0,390.0
Sydney-Sutherland,2011,546.2,,2.5,2.5,,,,2.5,6.0,,3.0,3.0,,,,3.0
Tablelands,2020,4195505.44,440.47,36131.24,1265.02,5032.73,4.46,7914.88,35338.14,259.0,4.0,167.0,25.0,36.0,0.0,167.0,167.0
Tamborine - Canungra,2020,6644.05,602.18,1327.25,358.63,361.81,4.14,236.46,979.81,59.0,13.0,22.0,7.0,8.0,0.0,22.0,22.0
Tamworth - East,2020,13238.84,906.18,2314.97,6.09,1400.0,2.06,1126.04,2315.49,31.0,8.0,11.0,1.0,1.0,0.0,11.0,11.0
Tamworth - North,2020,59567.35,147.38,262.87,75.05,40.44,2.01,139.12,279.13,12.0,3.0,7.0,1.0,2.0,0.0,7.0,7.0
Tamworth - West,2020,6138.12,68.83,1489.5,,20.65,2.69,554.13,1489.5,12.0,1.0,2.0,,1.0,0.0,2.0,2.0
Tamworth Surrounds,2020,612760.58,2633.33,6657.43,72.8,3746.81,1.59,4011.92,6388.4,630.0,38.0,72.0,7.0,36.0,0.0,72.0,72.0
Tanami,2020,406101.42,,,,,,,,1.0,,,,,,,
Tanunda,2020,1126.18,81.97,438.35,3.45,8.25,1.22,354.25,432.16,24.0,7.0,21.0,1.0,1.0,0.0,21.0,21.0
Tapping - Ashby - Sinagra,2020,193.56,962.7,968.43,5.72,,0.0,0.0,969.98,22.0,10.0,11.0,1.0,,0.0,11.0,11.0
Tara,2020,903833.63,137.35,1226.05,479.08,609.62,1.19,1034.27,1226.05,283.0,2.0,10.0,5.0,2.0,0.0,10.0,10.0
Taree,2020,1764.84,228.2,232.13,2.0,,1.5,154.54,232.13,21.0,2.0,7.0,1.0,,0.0,7.0,7.0
Taree Surrounds,2020,79474.14,44.08,1380.39,133.45,1157.21,1.66,736.15,1225.17,208.0,5.0,34.0,13.0,18.0,0.0,34.0,34.0
Tarneit (West) - Mount Cottrell,2020,205.83,,,,,,,,1.0,,,,,,,
Tasmania,2011,1665612.9,12606.8,217956.6,86863.7,93091.7,2.3,84292.8,217956.6,4080.0,826.0,3855.0,2733.0,1284.0,0.0,1655.0,3855.0
Tasmania,2012,1611607.9,17198.2,271883.5,123378.8,93019.1,2.6,95206.7,271883.5,3937.0,665.0,3807.0,2613.0,969.0,0.0,1364.0,3807.0
Tasmania,2013,1701169.58,13700.83,255680.42,107857.67,108969.87,2.67,86580.57,231289.6,3947.0,811.0,3797.0,2431.0,1432.0,0.0,1554.0,1554.0
Tasmania,2014,1569150.32,18615.77,247565.89,111224.3,86577.37,2.66,84685.63,225126.11,3703.0,730.0,3521.0,2400.0,1009.0,0.0,1462.0,1462.0
Tasmania,2015,1459081.8,19304.45,332144.72,126391.78,124013.6,2.97,103876.2,308689.05,2330.0,509.0,2258.0,1518.0,846.0,0.0,1217.0,1217.0
Tasmania,2016,1480287.39,20288.36,267230.74,95880.4,104750.39,2.47,96973.8,239552.92,2449.0,547.0,2414.0,1475.0,776.0,0.0,1130.0,1130.0
Tasmania,2017,1397785.44,23204.12,299448.46,94571.28,118948.56,2.78,100104.89,278274.91,2235.0,557.0,2151.0,1354.0,731.0,0.0,1211.0,1211.0
Tasmania,2018,1455824.81,20716.83,311120.67,99695.28,129847.07,2.89,99599.23,287358.7,2477.0,583.0,2356.0,1497.0,665.0,0.0,1230.0,1230.0
Tasmania,2019,1569688.46,25402.49,361193.88,110967.36,137519.44,3.08,104210.28,320948.78,2519.0,392.0,1917.0,1251.0,475.0,0.0,1265.0,1265.0
Tasmania,2020,1503082.87,18668.55,357066.64,117087.85,132732.39,2.98,113548.07,337851.22,2543.0,157.0,1181.0,752.0,359.0,0.0,1179.0,1179.0
Tatiara,2020,476954.96,72760.74,76588.22,,841.43,3.69,20256.67,74810.0,391.0,150.0,164.0,,3.0,0.0,164.0,164.0
Tea Gardens - Hawks Nest,2020,5220.48,,,,,,,,3.0,,,,,,,
Temora,2020,384198.51,,32.33,32.33,,1.33,24.25,32.33,231.0,,1.0,1.0,,0.0,1.0,1.0
Tenambit - East Maitland,2020,291.36,,162.55,,162.55,1.52,106.63,162.55,3.0,,2.0,,2.0,0.0,2.0,2.0
Tenterfield,2020,334436.7,623.16,2674.61,749.71,1301.74,1.72,1358.92,2343.09,334.0,3.0,32.0,10.0,23.0,0.0,32.0,32.0
Terranora - North Tumbulgum,2020,748.92,,,,,,,,7.0,,,,,,,
Terrey Hills - Duffys Forest,2020,6.23,,11.15,,,6.43,1.73,11.15,3.0,,1.0,,,0.0,1.0,1.0
The Coorong,2020,621759.0,26999.38,29045.35,,1468.42,4.15,6733.92,27936.78,314.0,35.0,48.0,,9.0,0.0,48.0,48.0
The Oaks - Oakdale,2020,6305.63,339.43,2298.73,205.9,1745.34,3.21,730.03,2341.27,71.0,11.0,36.0,23.0,14.0,0.0,36.0,36.0
The Range - Allenstown,2020,10.06,,,,,,,,1.0,,,,,,,
The Vines,2020,243.66,419.3,420.44,,,3.44,118.47,407.7,30.0,23.0,23.0,,,0.0,23.0,23.0
Thomastown,2020,497.33,,,,,,,,1.0,,,,,,,
Thornlands,2020,29.91,,71.52,61.32,,7.12,10.04,71.52,7.0,,5.0,4.0,,0.0,5.0,5.0
Thornton - Millers Forest,2020,641.6,,17.86,0.8,17.06,3.65,8.3,30.28,8.0,,1.0,1.0,1.0,0.0,1.0,1.0
Tinana,2020,140.49,,59.75,59.75,,0.94,63.33,59.75,3.0,,1.0,1.0,,0.0,1.0,1.0
Tocumwal - Finley - Jerilderie,2020,423201.62,10586.54,162827.07,746.32,21216.65,2.56,62540.23,159976.91,327.0,38.0,213.0,3.0,23.0,0.0,213.0,213.0
Tomerong - Wandandian - Woollamia,2020,1235.69,,28.98,,28.98,5.95,4.87,28.98,12.0,,1.0,,1.0,0.0,1.0,1.0
Toodyay,2020,62411.98,55.41,58.22,2.82,,2.32,24.95,57.84,56.0,5.0,5.0,2.0,,0.0,5.0,5.0
Toowoomba,2011,96253.2,17842.5,24445.1,5417.0,385.4,3.0,7566.0,24445.1,549.0,395.0,503.0,230.0,94.0,0.0,206.0,503.0
Toowoomba,2012,165434.5,30529.1,102761.8,31043.0,39951.7,4.3,22877.0,102761.8,674.0,519.0,635.0,180.0,165.0,0.0,281.0,635.0
Toowoomba,2013,122288.46,26904.13,30695.3,2581.96,871.44,2.86,10106.68,28945.13,672.0,454.0,619.0,231.0,213.0,0.0,292.0,292.0
Toowoomba,2014,142237.07,25157.5,30659.73,3968.02,1186.99,2.72,10709.99,29147.76,637.0,451.0,617.0,215.0,144.0,0.0,301.0,301.0
Toowoomba,2015,52565.23,28418.37,35021.05,1613.31,3927.08,3.57,9498.23,33908.14,306.0,235.0,286.0,96.0,49.0,0.0,158.0,158.0
Toowoomba,2016,51367.83,22455.14,28100.54,2813.44,2611.26,1.96,13874.85,27132.48,204.0,165.0,190.0,79.0,7.0,0.0,80.0,80.0
Toowoomba,2017,104447.14,49403.77,58197.15,2047.76,6422.62,5.07,11153.88,56517.88,346.0,259.0,294.0,95.0,24.0,0.0,121.0,121.0
Toowoomba,2018,50258.1,28784.61,31107.35,345.23,1731.83,3.03,10087.09,30552.76,244.0,189.0,227.0,35.0,24.0,0.0,133.0,133.0
Toowoomba,2019,48120.45,33718.71,38929.98,415.62,2538.01,4.13,9362.13,38660.16,271.0,139.0,157.0,25.0,8.0,0.0,131.0,131.0
Toowoomba,2020,121278.25,28315.7,32431.04,1244.34,1676.07,3.93,7932.23,31163.88,323.0,126.0,134.0,19.0,9.0,0.0,134.0,134.0
Toowoomba - Central,2020,860.54,,,,,,,,2.0,,,,,,,
Toowoomba - West,2020,4970.65,1046.55,1046.55,,,2.69,383.15,1029.23,33.0,12.0,12.0,,,0.0,12.0,12.0
Torquay,2020,3555.98,,656.87,456.87,,1.79,368.93,662.22,29.0,,4.0,3.0,,0.0,4.0,4.0
Townsville,2011,5847557.4,184852.9,496268.4,12239.0,29850.4,5.6,87258.6,496268.4,1754.0,945.0,1248.0,292.0,262.0,0.0,795.0,1248.0
Townsville,2012,4749366.2,167349.2,510280.6,1611.6,34355.1,6.9,73508.4,510280.6,1508.0,684.0,973.0,139.0,234.0,0.0,655.0,973.0
Townsville,2013,7289367.96,241428.16,738869.63,23312.86,70211.22,7.85,92412.25,725204.39,1651.0,920.0,1124.0,286.0,344.0,0.0,602.0,602.0
Townsville,2014,6842058.39,307295.45,830973.14,28854.73,75476.13,8.83,92819.65,819773.76,1657.0,874.0,1136.0,353.0,286.0,0.0,647.0,647.0
Townsville,2015,6076286.37,431883.96,1036839.79,30537.2,116808.91,8.39,122467.02,1027316.97,1560.0,866.0,1205.0,280.0,278.0,0.0,879.0,879.0
Townsville,2016,8721384.69,237681.7,662531.11,31292.72,103358.52,7.69,83723.52,643842.65,1348.0,594.0,950.0,282.0,229.0,0.0,614.0,614.0
Townsville,2017,7204695.41,318756.85,670835.13,12596.41,87295.04,8.49,77498.07,657820.26,1415.0,744.0,937.0,251.0,192.0,0.0,577.0,577.0
Townsville,2018,7271404.87,238091.84,606210.11,12213.75,107609.67,7.62,78228.96,595929.63,1458.0,635.0,962.0,251.0,235.0,0.0,596.0,596.0
Townsville,2019,6412464.04,208851.0,655610.29,16639.55,73399.77,7.27,88684.65,644799.81,1485.0,532.0,827.0,173.0,134.0,0.0,631.0,631.0
Townsville,2020,6901365.34,191719.25,570149.59,7563.48,79072.85,7.12,78706.7,560085.94,1294.0,338.0,548.0,52.0,109.0,0.0,545.0,545.0
Townsville - South,2020,52278.43,1193.94,5925.39,196.27,4462.85,6.44,1157.64,7450.99,68.0,12.0,18.0,4.0,3.0,0.0,18.0,18.0
Towong,2020,185066.93,431.44,5036.82,155.47,4298.05,2.7,1651.14,4463.71,370.0,13.0,40.0,5.0,33.0,0.0,40.0,40.0
Trafalgar (Vic.),2020,30404.1,802.2,4867.12,3541.88,521.79,2.32,2070.44,4793.23,187.0,8.0,52.0,40.0,8.0,0.0,51.0,51.0
Traralgon - East,2020,7117.63,405.93,705.66,,299.73,3.26,163.16,532.6,18.0,1.0,4.0,,3.0,0.0,4.0,4.0
Traralgon - West,2020,1307.34,,156.67,,156.67,3.26,56.47,183.98,8.0,,3.0,,3.0,0.0,3.0,3.0
Triabunna - Bicheno,2020,91753.43,,4175.03,507.59,217.77,2.77,1468.84,4067.47,50.0,,18.0,9.0,7.0,0.0,18.0,18.0
Trinity Beach - Smithfield,2020,117.13,,,,,,,,1.0,,,,,,,
Truganina - North,2020,127.66,,,,,,,,1.0,,,,,,,
Tuggerah - Kangy Angy,2020,287.81,,24.9,,23.04,3.0,8.3,24.9,6.0,,2.0,,1.0,0.0,2.0,2.0
Tuggeranong,2020,1794.05,,,,,,,,1.0,,,,,,,
Tuggeranong - West,2020,327.69,,,,,,,,2.0,,,,,,,
Tully,2020,88338.42,2593.68,17529.46,407.24,13604.79,5.12,3430.82,17559.22,211.0,18.0,43.0,9.0,21.0,0.0,43.0,43.0
Tumbarumba,2020,113799.95,78.21,2845.38,161.52,2585.65,2.79,988.82,2762.32,206.0,4.0,31.0,8.0,25.0,0.0,31.0,31.0
Tumut,2020,8512.81,,384.02,,141.45,1.83,145.2,266.15,20.0,,2.0,,1.0,0.0,2.0,2.0
Tumut Surrounds,2020,121087.35,59.08,1893.27,85.69,1057.42,2.79,687.76,1919.41,206.0,2.0,22.0,10.0,10.0,0.0,22.0,22.0
Turners Beach - Forth,2020,2705.66,9.5,2099.32,842.72,362.82,2.22,922.3,2047.13,35.0,1.0,21.0,16.0,7.0,0.0,21.0,21.0
Tweed Heads,2020,1051.8,,36.71,7.54,26.83,2.36,24.58,58.04,17.0,,4.0,2.0,2.0,0.0,4.0,4.0
Ulladulla,2020,959.94,,,,,,,,4.0,,,,,,,
Ulladulla Surrounds,2020,3771.53,,13.04,10.66,2.38,0.96,13.57,13.04,28.0,,3.0,2.0,1.0,0.0,3.0,3.0
Ulverstone,2020,1378.41,50.59,882.37,681.79,63.3,2.52,321.05,807.75,11.0,4.0,9.0,9.0,2.0,0.0,9.0,9.0
Unanderra - Mount Kembla,2020,32.83,,,,,,,,1.0,,,,,,,
Upper Caboolture,2020,55.46,,7.05,6.93,,1.94,3.58,6.93,3.0,,1.0,1.0,,0.0,1.0,1.0
Upper Coomera (South) - Wongawallan,2020,182.2,5.2,10.08,4.88,,1.67,6.04,10.08,6.0,1.0,2.0,2.0,,0.0,2.0,2.0
Upper Kedron - Ferny Grove,2020,2.89,0.58,1.16,0.58,,0.67,1.73,1.16,1.0,1.0,1.0,1.0,,0.0,1.0,1.0
Uraidla - Summertown,2020,1485.67,957.16,1183.38,210.53,9.8,2.48,411.82,1020.74,38.0,29.0,34.0,8.0,3.0,0.0,34.0,34.0
Urangan - Wondunna,2020,6.14,,,,,,,,1.0,,,,,,,
Urunga,2020,927.97,,,,,,,,13.0,,,,,,,
Victor Harbor,2020,5009.85,,,,,,,,19.0,,,,,,,
Victoria,2011,12697842.2,206619.1,1812926.0,129185.0,404390.8,2.9,558159.6,1812926.0,32529.0,8563.0,28878.0,15873.0,6129.0,0.0,9016.0,28878.0
Victoria,2012,12145665.1,235510.3,2614023.8,154869.3,502824.8,3.9,627818.0,2614023.8,30920.0,9177.0,28714.0,14769.0,5933.0,0.0,8379.0,28714.0
Victoria,2013,12290393.84,328109.35,2677634.09,185355.75,637399.87,3.81,660745.74,2519879.58,30797.0,8881.0,27989.0,15394.0,5069.0,0.0,10190.0,10190.0
Victoria,2014,12009448.51,300451.67,2462405.19,143459.5,425259.22,3.61,637803.84,2305060.9,29660.0,7889.0,27275.0,14125.0,5396.0,0.0,10064.0,10064.0
Victoria,2015,10676371.61,292317.43,2094969.46,103117.0,539962.65,3.46,563167.67,1946125.32,20775.0,6405.0,19094.0,9063.0,4067.0,0.0,5954.0,5954.0
Victoria,2016,10852481.49,234448.57,1947161.18,100911.43,443911.83,3.31,530384.2,1754769.29,21935.0,6513.0,20404.0,10502.0,4222.0,0.0,5753.0,5753.0
Victoria,2017,10916114.56,277700.77,2320088.75,101446.08,517399.56,3.42,629130.5,2154635.63,21179.0,6239.0,19694.0,9755.0,3352.0,0.0,6090.0,6090.0
Victoria,2018,11464630.68,314129.98,1869554.44,94026.07,429126.69,3.35,513706.34,1721839.14,21855.0,6768.0,19932.0,10324.0,3602.0,0.0,5840.0,5840.0
Victoria,2019,11261266.32,265862.39,1503186.47,78673.01,274353.98,3.43,397591.61,1363108.13,21688.0,4087.0,12239.0,5289.0,2330.0,0.0,5123.0,5123.0
Victoria,2020,11391332.46,217505.67,1700120.32,38416.79,320223.45,3.35,490112.18,1642701.44,21591.0,1271.0,5397.0,1140.0,1142.0,0.0,5379.0,5379.0
Victoria River,2020,8863230.7,,,,,,,,26.0,,,,,,,
Virginia,2020,14.91,225.7,225.7,,,18.34,11.97,219.46,2.0,2.0,2.0,,,0.0,2.0,2.0
Virginia - Waterloo Corner,2020,5261.15,3276.44,8891.75,274.64,1631.68,5.39,1637.08,8817.84,329.0,124.0,253.0,67.0,1.0,0.0,253.0,253.0
Wacol,2020,1190.54,,,,,,,,1.0,,,,,,,
Wagga Wagga - East,2020,3202.14,557.36,650.62,,93.26,9.1,71.52,650.62,12.0,3.0,3.0,,1.0,0.0,3.0,3.0
Wagga Wagga - North,2020,1079.93,3.01,3.06,0.04,,4.92,4.32,21.23,9.0,1.0,1.0,1.0,,0.0,1.0,1.0
Wagga Wagga - South,2020,579.68,,,,,,,,1.0,,,,,,,
Wagga Wagga - West,2020,11264.94,287.61,1584.22,,1296.61,4.06,117.87,478.08,20.0,1.0,1.0,,1.0,0.0,1.0,1.0
Wagga Wagga Surrounds,2020,883090.07,9650.2,11922.57,0.03,1941.49,2.58,4535.71,11702.62,864.0,43.0,58.0,1.0,18.0,0.0,58.0,58.0
Wagin,2020,782779.72,,596.4,3.4,523.5,1.44,413.4,596.4,384.0,,2.0,1.0,1.0,0.0,2.0,2.0
Waikerie,2020,272235.08,251.43,73400.18,1.19,38039.24,7.13,10218.64,72830.46,225.0,2.0,149.0,1.0,60.0,0.0,149.0,149.0
Wakefield - Barunga West,2020,474464.58,697.14,703.74,,,4.59,150.97,692.71,400.0,3.0,4.0,,,0.0,4.0,4.0
Walcha,2020,360230.39,935.66,964.9,29.24,,2.57,82.22,211.69,340.0,1.0,2.0,1.0,,0.0,2.0,2.0
Walgett - Lightning Ridge,2020,1975736.62,2024.38,75489.79,3942.75,68811.37,6.06,12362.57,74966.03,260.0,6.0,23.0,3.0,16.0,0.0,23.0,23.0
Walkerston - Eton,2020,34947.81,9926.2,31632.96,2859.41,1588.47,1.95,15178.28,29641.27,213.0,95.0,167.0,24.0,15.0,0.0,167.0,167.0
Walkervale - Avenell Heights,2020,3083.07,97.78,2719.61,130.78,403.04,4.8,546.95,2628.04,6.0,1.0,4.0,1.0,2.0,0.0,4.0,4.0
Wallan,2020,5144.4,,2.94,2.35,,2.86,0.82,2.35,23.0,,1.0,1.0,,0.0,1.0,1.0
Wallaroo,2020,9232.89,,,,,,,,8.0,,,,,,,
Wamberal - Forresters Beach,2020,1.24,,1.5,0.92,,4.97,0.62,3.08,1.0,,1.0,1.0,,0.0,1.0,1.0
Wambo,2020,434766.67,11265.1,53511.42,25471.03,15384.38,3.51,13695.21,48081.24,451.0,37.0,62.0,35.0,24.0,0.0,62.0,62.0
Wamuran,2020,7623.59,5.95,3188.16,2695.39,6.83,6.13,521.59,3197.67,43.0,2.0,23.0,21.0,1.0,0.0,23.0,23.0
Wandin - Seville,2020,4201.41,183.74,1999.36,1550.46,206.98,1.92,1063.72,2045.17,96.0,19.0,68.0,51.0,12.0,0.0,68.0,68.0
Wangaratta,2020,1755.66,3.46,5.55,,,1.2,4.46,5.35,16.0,1.0,2.0,,,0.0,2.0,2.0
Wangaratta Surrounds,2020,137589.82,2579.58,8251.72,1152.61,4336.79,1.74,4376.0,7635.68,527.0,36.0,119.0,41.0,71.0,0.0,119.0,119.0
Wanneroo - Sinagra,2020,67.04,1077.95,1077.95,,,14.4,74.85,1077.95,4.0,3.0,3.0,,,0.0,3.0,3.0
Wantirna,2020,0.76,,0.3,0.3,,2.58,0.76,1.97,1.0,,1.0,1.0,,0.0,1.0,1.0
Wantirna South,2020,2796.56,,837.99,0.66,2.72,2.02,415.4,837.99,3.0,,3.0,1.0,1.0,0.0,3.0,3.0
Waratah,2020,15685.59,756.72,9376.55,4786.62,3807.3,2.56,3570.69,9152.26,89.0,13.0,49.0,40.0,16.0,0.0,49.0,49.0
Waratah - North Lambton,2020,499.58,,,,,,,,1.0,,,,,,,
Warnervale - Wadalba,2020,3.1,,,,,,,,1.0,,,,,,,
Waroona,2020,20553.89,31.72,3782.37,5.76,,6.02,623.16,3752.45,53.0,1.0,15.0,1.0,,0.0,15.0,15.0
Warragamba - Silverdale,2020,489.01,4.19,322.11,79.26,238.67,3.44,93.56,322.11,17.0,1.0,11.0,5.0,5.0,0.0,11.0,11.0
Warragul,2020,20833.68,14.34,370.85,164.36,157.54,1.88,183.86,346.36,177.0,3.0,14.0,10.0,3.0,0.0,13.0,13.0
Warrandyte - Wonga Park,2020,472.08,,52.9,4.2,32.53,4.52,16.99,76.75,6.0,,2.0,1.0,1.0,0.0,2.0,2.0
Warrnambool - North,2020,5784.56,744.96,1185.32,,440.36,4.53,200.8,908.64,24.0,5.0,7.0,,2.0,0.0,7.0,7.0
Warrnambool - South,2020,6859.22,2092.67,2358.45,,131.19,3.09,635.77,1966.94,39.0,11.0,14.0,,2.0,0.0,14.0,14.0
Warrnambool and South West,2011,1998817.0,56183.0,82494.5,17917.0,2456.1,3.1,13678.6,82494.5,5112.0,2685.0,4525.0,2618.0,581.0,0.0,427.0,4525.0
Warrnambool and South West,2012,1625150.5,47825.7,77032.7,22884.8,2300.7,3.0,11923.1,77032.7,4673.0,2902.0,4557.0,2549.0,577.0,0.0,361.0,4557.0
Warrnambool and South West,2013,1878754.23,110296.72,155595.51,35112.02,1182.65,4.46,25387.15,113262.79,4713.0,3117.0,4487.0,2807.0,326.0,0.0,992.0,992.0
Warrnambool and South West,2014,1717787.25,88419.53,122891.22,20725.22,7183.31,4.9,16493.62,80744.95,4628.0,2331.0,4430.0,2369.0,590.0,0.0,809.0,809.0
Warrnambool and South West,2015,1630790.8,70620.48,101781.26,17801.31,5030.38,2.99,20079.94,60056.32,3715.0,2210.0,3605.0,1957.0,477.0,0.0,367.0,367.0
Warrnambool and South West,2016,1541033.58,91287.12,111610.6,13213.04,2175.66,2.53,13590.87,34431.62,3852.0,2404.0,3725.0,1848.0,491.0,0.0,323.0,323.0
